def_level,combo,avg_damage,max_damage,top10_threshold_p90,top10_avg_damage
45,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.6390,186,142,157.0400
46,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,95.3800,180,139,153.1100
47,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.2090,183,144,159.6000
48,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.7750,187,143,158.3900
49,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.0480,182,142,156.2100
50,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.6890,194,141,154.2300
51,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.2060,190,142,157.0000
52,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.0080,186,145,157.9500
53,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.6190,187,143,158.7400
54,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.0580,190,142,158.3400
55,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,96.4140,190,139,153.7800
56,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,95.7300,194,139,153.8400
57,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,95.7850,190,139,155.7700
58,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.3120,190,143,155.8600
59,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.0540,185,141,154.5500
60,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,96.7580,188,141,155.5000
61,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,96.5330,184,141,155.7900
62,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,96.6870,189,141,157.4800
63,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.4700,186,142,156.1600
64,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,95.6370,188,143,159.8600
65,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,96.0400,192,140,155.6900
66,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,96.9780,191,142,156.8100
67,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,96.5920,188,142,156.1500
68,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,96.5360,194,141,156.2600
69,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.2150,186,144,157.0500
0,Chally Spec + Chally Spec + Dragon Dagger Spec,183.7070,326,240,260.2900
1,Chally Spec + Chally Spec + Dragon Dagger Spec,188.0860,322,244,264.3400
2,Chally Spec + Chally Spec + Dragon Dagger Spec,181.1360,311,237,255.8400
3,Chally Spec + Chally Spec + Dragon Dagger Spec,181.3730,305,238,259.0400
4,Chally Spec + Chally Spec + Dragon Dagger Spec,182.1600,306,236,255.9700
5,Chally Spec + Chally Spec + Dragon Dagger Spec,182.2100,315,239,256.9200
6,Chally Spec + Chally Spec + Dragon Dagger Spec,183.4230,326,240,259.4400
7,Chally Spec + Chally Spec + Dragon Dagger Spec,182.4400,320,242,261.2000
8,Chally Spec + Chally Spec + Dragon Dagger Spec,178.7990,332,235,252.4900
9,Chally Spec + Chally Spec + Dragon Dagger Spec,182.4440,325,240,258.5300
10,Chally Spec + Chally Spec + Dragon Dagger Spec,180.8540,327,237,257.0200
11,Chally Spec + Chally Spec + Dragon Dagger Spec,181.8560,305,237,255.2200
12,Chally Spec + Chally Spec + Dragon Dagger Spec,178.4330,307,232,250.8400
13,Chally Spec + Chally Spec + Dragon Dagger Spec,180.3410,303,235,255.2500
14,Chally Spec + Chally Spec + Dragon Dagger Spec,176.9860,318,235,255.2500
15,Chally Spec + Chally Spec + Dragon Dagger Spec,182.7140,304,236,257.5000
16,Chally Spec + Chally Spec + Dragon Dagger Spec,178.3890,295,234,255.2400
17,Chally Spec + Chally Spec + Dragon Dagger Spec,180.2830,312,238,258.0900
18,Chally Spec + Chally Spec + Dragon Dagger Spec,177.2330,310,235,255.5800
19,Chally Spec + Chally Spec + Dragon Dagger Spec,178.4150,327,234,258.6500
20,Chally Spec + Chally Spec + Dragon Dagger Spec,179.4870,317,236,257.2300
21,Chally Spec + Chally Spec + Dragon Dagger Spec,177.8860,302,235,254.4200
22,Chally Spec + Chally Spec + Dragon Dagger Spec,180.7120,298,241,259.4500
23,Chally Spec + Chally Spec + Dragon Dagger Spec,176.3110,310,235,255.4600
24,Chally Spec + Chally Spec + Dragon Dagger Spec,178.6330,312,233,251.8400
25,Chally Spec + Chally Spec + Dragon Dagger Spec,176.6470,299,236,251.6500
26,Chally Spec + Chally Spec + Dragon Dagger Spec,178.1060,302,235,252.7600
27,Chally Spec + Chally Spec + Dragon Dagger Spec,177.7740,298,234,254.2100
28,Chally Spec + Chally Spec + Dragon Dagger Spec,177.8610,301,232,252.4600
29,Chally Spec + Chally Spec + Dragon Dagger Spec,179.5320,319,240,259.3300
30,Chally Spec + Chally Spec + Dragon Dagger Spec,173.6760,296,233,252.4500
31,Chally Spec + Chally Spec + Dragon Dagger Spec,178.4410,311,238,258.4000
32,Chally Spec + Chally Spec + Dragon Dagger Spec,175.0780,333,238,258.7200
33,Chally Spec + Chally Spec + Dragon Dagger Spec,178.2590,301,236,256.5500
34,Chally Spec + Chally Spec + Dragon Dagger Spec,176.0260,328,237,256.9100
35,Chally Spec + Chally Spec + Dragon Dagger Spec,176.7610,324,230,254.9300
36,Chally Spec + Chally Spec + Dragon Dagger Spec,177.9590,327,239,258.0900
37,Chally Spec + Chally Spec + Dragon Dagger Spec,181.3560,316,239,259.0000
38,Chally Spec + Chally Spec + Dragon Dagger Spec,175.0280,299,235,253.5100
39,Chally Spec + Chally Spec + Dragon Dagger Spec,174.9100,307,231,254.2900
40,Chally Spec + Chally Spec + Dragon Dagger Spec,175.7830,309,235,252.7600
41,Chally Spec + Chally Spec + Dragon Dagger Spec,173.2780,305,231,250.6100
42,Chally Spec + Chally Spec + Dragon Dagger Spec,175.7470,323,234,255.4300
43,Chally Spec + Chally Spec + Dragon Dagger Spec,176.7540,303,233,253.5500
44,Chally Spec + Chally Spec + Dragon Dagger Spec,173.8030,312,232,253.0400
45,Chally Spec + Chally Spec + Dragon Dagger Spec,175.3700,306,234,253.4900
46,Chally Spec + Chally Spec + Dragon Dagger Spec,176.5110,312,238,257.4200
47,Chally Spec + Chally Spec + Dragon Dagger Spec,172.9060,321,228,250.2400
48,Chally Spec + Chally Spec + Dragon Dagger Spec,173.6120,305,232,251.8200
49,Chally Spec + Chally Spec + Dragon Dagger Spec,176.0970,300,230,251.9400
50,Chally Spec + Chally Spec + Dragon Dagger Spec,175.2300,296,233,254.0900
51,Chally Spec + Chally Spec + Dragon Dagger Spec,174.9510,311,234,257.5000
52,Chally Spec + Chally Spec + Dragon Dagger Spec,173.3150,330,230,251.3100
53,Chally Spec + Chally Spec + Dragon Dagger Spec,174.5060,289,233,251.0100
54,Chally Spec + Chally Spec + Dragon Dagger Spec,175.5450,332,235,253.7700
55,Chally Spec + Chally Spec + Dragon Dagger Spec,171.1840,309,226,248.4400
56,Chally Spec + Chally Spec + Dragon Dagger Spec,171.8490,309,233,250.7200
57,Chally Spec + Chally Spec + Dragon Dagger Spec,172.7690,291,230,248.5400
58,Chally Spec + Chally Spec + Dragon Dagger Spec,172.6430,290,228,246.2900
59,Chally Spec + Chally Spec + Dragon Dagger Spec,169.7320,290,227,249.0500
60,Chally Spec + Chally Spec + Dragon Dagger Spec,170.6590,298,228,247.1800
61,Chally Spec + Chally Spec + Dragon Dagger Spec,171.5290,295,232,250.3400
62,Chally Spec + Chally Spec + Dragon Dagger Spec,172.4490,303,229,252.5500
63,Chally Spec + Chally Spec + Dragon Dagger Spec,171.9230,303,233,251.1300
64,Chally Spec + Chally Spec + Dragon Dagger Spec,170.3830,307,233,255.2700
65,Chally Spec + Chally Spec + Dragon Dagger Spec,167.8290,320,225,244.9100
66,Chally Spec + Chally Spec + Dragon Dagger Spec,172.6100,312,229,248.7100
67,Chally Spec + Chally Spec + Dragon Dagger Spec,169.3780,306,232,251.9100
68,Chally Spec + Chally Spec + Dragon Dagger Spec,169.4240,320,230,250.1900
69,Chally Spec + Chally Spec + Dragon Dagger Spec,169.6450,309,232,252.6200
0,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.1960,289,214,230.1800
1,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,164.4200,262,215,230.5800
2,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,164.2490,278,215,232.0400
3,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,164.9920,303,220,236.3100
4,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.5930,286,217,233.6500
5,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.2640,295,214,231.8000
6,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,164.8590,300,213,231.9200
7,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,164.1580,276,217,233.7700
8,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,164.7860,295,216,233.6100
9,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.2030,281,214,230.5700
10,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,166.2960,277,215,232.7200
11,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,166.5300,273,219,235.0900
12,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,162.5560,276,214,231.9700
13,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.2400,275,215,233.7500
14,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.2800,277,214,231.2700
15,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,164.2910,280,215,233.6500
16,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,160.5980,271,214,229.8700
17,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,162.9990,285,216,233.9600
18,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.8600,268,214,231.4000
19,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,162.8700,295,212,231.7700
20,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,161.4660,283,213,230.5600
21,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,160.9580,280,212,230.1200
22,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,162.8020,283,215,231.5100
23,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,162.8270,277,212,230.5300
24,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.0110,268,217,231.4600
25,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.9160,282,218,233.6900
26,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.4310,274,217,234.9300
27,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,160.5490,290,210,230.3600
28,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,159.7470,290,216,232.6100
29,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,158.2290,266,209,225.0000
30,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,162.9300,283,217,233.7600
31,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,158.9130,272,212,227.8600
32,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,160.0830,283,212,230.8700
33,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,159.9160,286,214,230.8000
34,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,161.4660,286,215,231.4000
35,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,159.6100,276,211,228.9600
36,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,159.5840,286,214,232.8400
37,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,158.0430,283,213,229.9200
38,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,159.3440,275,214,231.2100
39,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,159.9280,283,211,229.7000
40,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,157.4490,283,212,228.0600
41,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,158.5280,272,214,231.8800
42,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,160.1600,289,214,233.5500
43,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,159.4450,281,214,231.8300
44,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,158.0960,296,211,227.7000
45,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,159.2160,272,213,230.9600
46,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,159.3100,283,211,230.1900
47,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,154.9910,275,207,223.2500
48,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,157.7840,283,209,230.2900
49,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,158.4110,294,211,230.1900
50,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,157.8860,277,213,232.0400
51,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,156.5940,271,212,231.7800
52,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,157.3720,282,211,230.9100
53,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,158.7540,265,212,229.3800
54,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,158.2400,301,209,226.6900
55,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,156.6460,266,210,227.7600
56,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,157.3990,272,209,230.5900
57,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,156.3220,275,208,223.0900
58,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,155.0700,276,210,228.2400
59,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,157.3810,306,215,233.2500
60,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,156.5940,270,213,228.0500
61,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,155.0340,278,212,229.8800
62,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,154.9750,289,210,227.5200
63,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,155.8700,293,212,229.6900
64,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,155.8860,270,209,228.8100
65,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,154.5700,271,211,228.4300
66,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,155.2470,296,209,229.4600
67,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,155.3810,282,212,230.0200
68,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,156.0520,274,208,226.4900
69,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,154.3960,271,210,228.3300
0,Dragon Claws Spec + Chally Spec + Chally Spec,200.7830,314,254,271.2800
1,Dragon Claws Spec + Chally Spec + Chally Spec,197.0930,310,249,266.4400
2,Dragon Claws Spec + Chally Spec + Chally Spec,198.5350,318,251,267.8500
3,Dragon Claws Spec + Chally Spec + Chally Spec,198.8610,320,252,268.0600
4,Dragon Claws Spec + Chally Spec + Chally Spec,199.2710,326,251,268.5100
5,Dragon Claws Spec + Chally Spec + Chally Spec,198.2100,318,254,272.3700
6,Dragon Claws Spec + Chally Spec + Chally Spec,200.3450,344,256,275.7200
7,Dragon Claws Spec + Chally Spec + Chally Spec,198.5650,310,252,270.2400
8,Dragon Claws Spec + Chally Spec + Chally Spec,196.8660,317,251,269.7000
9,Dragon Claws Spec + Chally Spec + Chally Spec,197.4040,320,250,271.7000
10,Dragon Claws Spec + Chally Spec + Chally Spec,198.0280,318,250,270.0100
11,Dragon Claws Spec + Chally Spec + Chally Spec,197.3420,327,252,271.2400
12,Dragon Claws Spec + Chally Spec + Chally Spec,193.8590,325,247,266.5000
13,Dragon Claws Spec + Chally Spec + Chally Spec,196.5380,312,250,270.2200
14,Dragon Claws Spec + Chally Spec + Chally Spec,195.8100,311,250,267.2200
15,Dragon Claws Spec + Chally Spec + Chally Spec,197.2550,302,249,268.2200
16,Dragon Claws Spec + Chally Spec + Chally Spec,195.0250,307,250,270.4700
17,Dragon Claws Spec + Chally Spec + Chally Spec,198.4910,302,253,269.0200
18,Dragon Claws Spec + Chally Spec + Chally Spec,196.6240,316,252,267.8500
19,Dragon Claws Spec + Chally Spec + Chally Spec,195.7710,309,249,267.9700
20,Dragon Claws Spec + Chally Spec + Chally Spec,198.4120,325,253,271.7400
21,Dragon Claws Spec + Chally Spec + Chally Spec,197.7900,325,253,271.6200
22,Dragon Claws Spec + Chally Spec + Chally Spec,193.9320,333,250,265.9900
23,Dragon Claws Spec + Chally Spec + Chally Spec,194.9760,330,252,270.6900
24,Dragon Claws Spec + Chally Spec + Chally Spec,196.8240,319,251,270.8100
25,Dragon Claws Spec + Chally Spec + Chally Spec,194.3230,315,250,267.0700
26,Dragon Claws Spec + Chally Spec + Chally Spec,194.7630,330,249,268.0700
27,Dragon Claws Spec + Chally Spec + Chally Spec,194.6760,320,247,265.7700
28,Dragon Claws Spec + Chally Spec + Chally Spec,195.1380,322,249,264.8600
29,Dragon Claws Spec + Chally Spec + Chally Spec,197.4090,324,250,265.2600
30,Dragon Claws Spec + Chally Spec + Chally Spec,193.5600,306,251,269.3100
31,Dragon Claws Spec + Chally Spec + Chally Spec,194.5420,311,251,267.3700
32,Dragon Claws Spec + Chally Spec + Chally Spec,192.4650,325,251,267.4500
33,Dragon Claws Spec + Chally Spec + Chally Spec,193.7340,315,250,264.6100
34,Dragon Claws Spec + Chally Spec + Chally Spec,195.2140,333,251,269.5000
35,Dragon Claws Spec + Chally Spec + Chally Spec,196.5970,319,250,267.7200
36,Dragon Claws Spec + Chally Spec + Chally Spec,194.7010,324,245,264.5600
37,Dragon Claws Spec + Chally Spec + Chally Spec,192.6940,323,249,268.3000
38,Dragon Claws Spec + Chally Spec + Chally Spec,195.5480,331,249,266.3600
39,Dragon Claws Spec + Chally Spec + Chally Spec,197.1660,321,251,269.5500
40,Dragon Claws Spec + Chally Spec + Chally Spec,193.3710,310,251,267.7600
41,Dragon Claws Spec + Chally Spec + Chally Spec,191.8640,337,243,266.2000
42,Dragon Claws Spec + Chally Spec + Chally Spec,193.0300,319,253,271.8000
43,Dragon Claws Spec + Chally Spec + Chally Spec,191.3700,321,246,266.1300
44,Dragon Claws Spec + Chally Spec + Chally Spec,194.8110,331,250,269.7300
45,Dragon Claws Spec + Chally Spec + Chally Spec,195.0820,313,251,269.2500
46,Dragon Claws Spec + Chally Spec + Chally Spec,194.6310,311,250,266.0200
47,Dragon Claws Spec + Chally Spec + Chally Spec,193.8040,311,244,263.9300
48,Dragon Claws Spec + Chally Spec + Chally Spec,193.7100,317,247,265.2900
49,Dragon Claws Spec + Chally Spec + Chally Spec,194.4190,331,252,271.3900
50,Dragon Claws Spec + Chally Spec + Chally Spec,191.5280,310,247,263.7900
51,Dragon Claws Spec + Chally Spec + Chally Spec,192.2310,317,243,262.0700
52,Dragon Claws Spec + Chally Spec + Chally Spec,191.9550,305,250,266.9800
53,Dragon Claws Spec + Chally Spec + Chally Spec,190.2220,313,246,264.2000
54,Dragon Claws Spec + Chally Spec + Chally Spec,190.0920,315,246,264.9400
55,Dragon Claws Spec + Chally Spec + Chally Spec,193.1610,314,251,268.7300
56,Dragon Claws Spec + Chally Spec + Chally Spec,190.4540,306,246,262.0000
57,Dragon Claws Spec + Chally Spec + Chally Spec,190.9950,323,249,268.7100
58,Dragon Claws Spec + Chally Spec + Chally Spec,192.1740,313,250,267.8400
59,Dragon Claws Spec + Chally Spec + Chally Spec,192.2860,337,247,265.8400
60,Dragon Claws Spec + Chally Spec + Chally Spec,190.2340,331,247,267.7400
61,Dragon Claws Spec + Chally Spec + Chally Spec,193.6560,304,247,264.7300
62,Dragon Claws Spec + Chally Spec + Chally Spec,193.9390,316,250,268.1400
63,Dragon Claws Spec + Chally Spec + Chally Spec,190.5390,305,246,264.5200
64,Dragon Claws Spec + Chally Spec + Chally Spec,188.2580,302,242,259.0200
65,Dragon Claws Spec + Chally Spec + Chally Spec,192.0050,306,248,265.2700
66,Dragon Claws Spec + Chally Spec + Chally Spec,190.2090,310,246,263.5600
67,Dragon Claws Spec + Chally Spec + Chally Spec,191.1260,316,246,265.1700
68,Dragon Claws Spec + Chally Spec + Chally Spec,190.8970,296,247,265.4400
69,Dragon Claws Spec + Chally Spec + Chally Spec,190.1370,310,246,262.0600
0,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.8600,280,228,243.5800
1,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,184.7470,295,235,251.7900
2,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,180.6950,297,229,244.1100
3,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,182.2670,285,227,244.2600
4,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,183.0840,277,229,248.4900
5,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,182.3710,290,228,245.2800
6,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,182.1440,285,231,248.3900
7,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,180.8040,288,227,243.4700
8,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.5900,277,227,242.3400
9,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,182.8270,281,231,245.6700
10,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.1480,294,229,243.7800
11,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.3270,293,231,246.2400
12,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.6140,289,231,248.2400
13,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.7990,275,229,243.7600
14,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,180.3980,286,232,247.4800
15,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.7390,290,229,246.8100
16,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.8130,287,228,243.9900
17,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.8670,295,228,241.8000
18,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.8410,293,227,242.4000
19,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.2030,291,229,244.3900
20,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.3880,287,229,244.6700
21,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,180.9980,278,229,244.2800
22,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.4800,276,226,240.0500
23,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,176.9770,284,226,241.5200
24,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.6620,280,225,241.4800
25,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.8500,288,228,244.8500
26,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.8600,292,224,240.5500
27,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.5200,299,228,242.5700
28,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.7820,287,230,245.5000
29,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.7550,287,226,242.9800
30,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.2640,289,228,243.3000
31,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.0510,286,226,241.9600
32,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.5850,287,227,244.2200
33,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.4460,283,226,244.3000
34,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,175.3060,302,225,241.8500
35,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.1140,294,225,241.7900
36,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.4670,297,227,241.3900
37,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,176.7740,286,227,242.9900
38,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.4440,297,227,243.4400
39,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.3900,283,226,242.0000
40,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.2710,287,225,241.5700
41,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,175.1990,293,224,239.9700
42,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.7260,293,229,245.8700
43,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,176.3610,284,229,244.3500
44,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,176.6480,279,227,241.1000
45,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,176.5330,283,228,244.8300
46,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,176.6020,276,228,240.1400
47,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,176.4550,290,229,244.7500
48,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.0730,296,225,244.5600
49,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,175.2500,278,223,241.8500
50,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,176.5360,272,225,241.5300
51,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,173.6350,276,222,238.6200
52,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,176.2650,294,223,241.7500
53,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,174.4820,281,225,243.0100
54,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,175.5510,278,226,241.8900
55,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,175.4260,290,224,241.8900
56,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,175.0150,286,225,242.4700
57,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,175.0920,286,223,240.4500
58,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,174.8900,303,225,242.2800
59,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,175.5830,286,228,243.2700
60,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,174.0980,295,223,239.0700
61,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,175.4420,282,227,244.6900
62,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,174.2390,286,222,239.8100
63,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,175.2830,273,223,240.5900
64,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,174.9940,273,224,239.3700
65,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,172.5510,286,224,240.5800
66,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,174.0560,275,222,236.0200
67,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,174.5040,295,226,244.6700
68,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,172.2560,283,223,239.0300
69,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,172.7150,287,223,239.9400
0,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,197.4650,296,241,255.1100
1,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,199.5300,291,242,256.6200
2,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,200.4770,305,244,256.8300
3,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,196.7550,285,238,252.3800
4,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,199.3960,305,242,256.2900
5,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,197.8270,298,241,256.3300
6,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,197.0650,284,242,254.0300
7,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,197.3380,301,241,255.5500
8,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,198.2780,288,242,256.7500
9,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,196.4890,293,242,256.6300
