def_level,combo,avg_damage,max_damage,top10_threshold_p90,top10_avg_damage
45,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.4750,193,147,160.1400
46,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.2760,189,139,154.6400
47,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,96.8520,184,143,157.5700
48,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.9300,196,143,158.3600
49,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.8670,184,142,156.3300
50,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.2190,184,142,156.4200
51,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.3810,192,143,159.0900
52,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,96.9590,186,142,155.1900
53,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,96.7770,186,141,155.6400
54,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.6960,187,143,157.4100
55,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.6300,193,143,159.2000
56,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.2000,185,146,158.1300
57,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.4230,192,143,157.5500
58,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,96.8550,186,139,155.2500
59,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.0430,191,144,156.9400
60,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,95.9600,184,140,155.0100
61,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,95.6370,194,140,155.7700
62,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.3370,183,142,156.0800
63,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.1850,194,145,159.3700
64,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,95.9120,182,139,153.7500
65,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,95.9380,185,139,153.1300
66,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.1850,185,143,156.0100
67,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,95.2560,186,138,153.1100
68,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,94.2070,191,138,153.5500
69,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,96.6810,185,142,154.8100
0,Chally Spec + Chally Spec + Dragon Dagger Spec,181.7320,300,236,254.6900
1,Chally Spec + Chally Spec + Dragon Dagger Spec,180.3760,297,237,256.7600
2,Chally Spec + Chally Spec + Dragon Dagger Spec,181.8950,306,235,256.6300
3,Chally Spec + Chally Spec + Dragon Dagger Spec,182.6890,300,240,260.9700
4,Chally Spec + Chally Spec + Dragon Dagger Spec,179.1400,310,235,254.6500
5,Chally Spec + Chally Spec + Dragon Dagger Spec,181.4870,307,239,260.0400
6,Chally Spec + Chally Spec + Dragon Dagger Spec,180.2170,295,235,253.9300
7,Chally Spec + Chally Spec + Dragon Dagger Spec,183.4290,306,240,257.9600
8,Chally Spec + Chally Spec + Dragon Dagger Spec,182.1850,305,241,258.7100
9,Chally Spec + Chally Spec + Dragon Dagger Spec,181.2840,306,237,256.3600
10,Chally Spec + Chally Spec + Dragon Dagger Spec,183.4330,311,242,259.6500
11,Chally Spec + Chally Spec + Dragon Dagger Spec,180.3210,299,236,252.8300
12,Chally Spec + Chally Spec + Dragon Dagger Spec,182.2110,320,238,260.1800
13,Chally Spec + Chally Spec + Dragon Dagger Spec,180.4300,293,238,255.0800
14,Chally Spec + Chally Spec + Dragon Dagger Spec,181.5620,314,237,256.5200
15,Chally Spec + Chally Spec + Dragon Dagger Spec,180.1310,316,240,258.5300
16,Chally Spec + Chally Spec + Dragon Dagger Spec,182.5270,333,242,260.6500
17,Chally Spec + Chally Spec + Dragon Dagger Spec,180.9740,331,237,257.4600
18,Chally Spec + Chally Spec + Dragon Dagger Spec,180.0880,300,238,257.2100
19,Chally Spec + Chally Spec + Dragon Dagger Spec,177.8740,315,236,254.8300
20,Chally Spec + Chally Spec + Dragon Dagger Spec,179.1090,304,236,256.8500
21,Chally Spec + Chally Spec + Dragon Dagger Spec,177.1300,297,234,253.3400
22,Chally Spec + Chally Spec + Dragon Dagger Spec,179.1430,331,241,260.0700
23,Chally Spec + Chally Spec + Dragon Dagger Spec,179.2770,310,236,258.2300
24,Chally Spec + Chally Spec + Dragon Dagger Spec,180.9410,312,238,256.7000
25,Chally Spec + Chally Spec + Dragon Dagger Spec,178.6480,325,233,256.5800
26,Chally Spec + Chally Spec + Dragon Dagger Spec,177.6600,311,235,253.7300
27,Chally Spec + Chally Spec + Dragon Dagger Spec,180.7200,331,236,259.2300
28,Chally Spec + Chally Spec + Dragon Dagger Spec,175.7560,319,233,254.9500
29,Chally Spec + Chally Spec + Dragon Dagger Spec,180.5930,309,238,257.3900
30,Chally Spec + Chally Spec + Dragon Dagger Spec,178.6740,300,236,253.9800
31,Chally Spec + Chally Spec + Dragon Dagger Spec,180.5290,305,241,258.7600
32,Chally Spec + Chally Spec + Dragon Dagger Spec,179.7300,302,239,258.5300
33,Chally Spec + Chally Spec + Dragon Dagger Spec,178.9350,329,238,257.2300
34,Chally Spec + Chally Spec + Dragon Dagger Spec,177.8080,301,234,253.7000
35,Chally Spec + Chally Spec + Dragon Dagger Spec,176.2070,335,237,257.2700
36,Chally Spec + Chally Spec + Dragon Dagger Spec,174.3200,300,232,254.1600
37,Chally Spec + Chally Spec + Dragon Dagger Spec,176.4950,319,232,250.9600
38,Chally Spec + Chally Spec + Dragon Dagger Spec,177.7460,323,234,252.9100
39,Chally Spec + Chally Spec + Dragon Dagger Spec,178.0380,314,235,255.9600
40,Chally Spec + Chally Spec + Dragon Dagger Spec,176.1750,303,234,253.1000
41,Chally Spec + Chally Spec + Dragon Dagger Spec,176.4340,316,237,257.4800
42,Chally Spec + Chally Spec + Dragon Dagger Spec,173.2030,315,236,256.7300
43,Chally Spec + Chally Spec + Dragon Dagger Spec,174.9580,295,232,251.1400
44,Chally Spec + Chally Spec + Dragon Dagger Spec,174.1910,332,230,253.5000
45,Chally Spec + Chally Spec + Dragon Dagger Spec,174.1790,310,229,247.5400
46,Chally Spec + Chally Spec + Dragon Dagger Spec,175.6230,299,235,254.0800
47,Chally Spec + Chally Spec + Dragon Dagger Spec,176.0380,293,236,255.0800
48,Chally Spec + Chally Spec + Dragon Dagger Spec,174.8710,303,236,257.0600
49,Chally Spec + Chally Spec + Dragon Dagger Spec,173.9540,290,232,253.1600
50,Chally Spec + Chally Spec + Dragon Dagger Spec,175.0180,302,235,252.2200
51,Chally Spec + Chally Spec + Dragon Dagger Spec,175.4720,306,234,253.8600
52,Chally Spec + Chally Spec + Dragon Dagger Spec,173.5730,327,229,253.0900
53,Chally Spec + Chally Spec + Dragon Dagger Spec,175.4920,304,234,252.2900
54,Chally Spec + Chally Spec + Dragon Dagger Spec,173.9350,313,236,258.6400
55,Chally Spec + Chally Spec + Dragon Dagger Spec,172.1400,297,232,252.7500
56,Chally Spec + Chally Spec + Dragon Dagger Spec,172.6620,323,230,249.6700
57,Chally Spec + Chally Spec + Dragon Dagger Spec,173.7210,327,232,251.9800
58,Chally Spec + Chally Spec + Dragon Dagger Spec,170.9430,325,229,250.7700
59,Chally Spec + Chally Spec + Dragon Dagger Spec,171.5180,297,233,252.0700
60,Chally Spec + Chally Spec + Dragon Dagger Spec,172.0760,308,232,252.9500
61,Chally Spec + Chally Spec + Dragon Dagger Spec,172.5430,309,230,250.8200
62,Chally Spec + Chally Spec + Dragon Dagger Spec,173.6580,309,234,253.3400
63,Chally Spec + Chally Spec + Dragon Dagger Spec,173.9020,320,233,254.6200
64,Chally Spec + Chally Spec + Dragon Dagger Spec,170.8810,320,232,253.9000
65,Chally Spec + Chally Spec + Dragon Dagger Spec,173.3330,317,231,253.7700
66,Chally Spec + Chally Spec + Dragon Dagger Spec,174.3860,312,232,251.2000
67,Chally Spec + Chally Spec + Dragon Dagger Spec,171.0900,296,230,252.3200
68,Chally Spec + Chally Spec + Dragon Dagger Spec,174.1890,312,235,253.0800
69,Chally Spec + Chally Spec + Dragon Dagger Spec,173.2730,301,232,251.4000
0,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,164.8900,280,215,232.5600
1,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.3770,275,214,229.6100
2,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,165.9770,305,218,238.5500
3,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,165.0840,285,217,236.0600
4,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,165.0200,296,216,236.6500
5,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,164.8210,288,219,237.2000
6,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.6370,279,216,234.4300
7,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,161.2230,283,211,230.5900
8,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.2740,286,215,233.0000
9,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,164.0590,277,215,230.5700
10,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.1500,272,214,231.3500
11,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.3690,274,214,231.4200
12,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.3240,276,214,230.5500
13,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,164.5300,280,218,235.1300
14,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,161.7250,286,215,233.6800
15,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,161.4510,277,212,231.5600
16,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.2900,282,216,233.8000
17,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,162.9550,297,214,233.1000
18,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,162.5280,289,216,233.4100
19,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,161.1520,263,212,227.0200
20,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,164.0480,290,217,236.9800
21,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,162.3870,282,218,234.1700
22,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,162.6830,283,211,230.6600
23,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.1350,279,216,235.9700
24,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,164.4490,272,215,229.2300
25,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.1260,283,213,231.9500
26,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,161.8450,278,217,230.7100
27,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,161.8520,289,213,233.0200
28,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,161.0770,283,214,232.9200
29,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,158.4160,289,210,229.8100
30,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,160.7030,265,215,231.4300
31,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,160.3760,288,214,232.9800
32,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,161.4010,287,211,230.4300
33,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,160.5030,274,214,233.5000
34,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,159.6800,274,210,228.5700
35,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,160.3090,273,211,230.0500
36,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,159.4800,267,211,227.2300
37,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,159.1840,291,213,228.2800
38,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,159.0290,274,213,232.4900
39,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,161.1940,274,215,232.2900
40,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,159.3860,276,215,231.6800
41,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,159.9640,283,212,230.8300
42,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,158.9720,274,210,228.7400
43,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,159.0540,270,211,230.3900
44,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,158.1200,278,212,228.9400
45,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,160.1760,288,215,231.6600
46,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,156.3490,282,209,228.6500
47,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,156.8010,281,212,229.7400
48,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,157.3360,269,213,228.3700
49,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,155.4690,280,208,225.6700
50,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,157.9350,303,210,231.7500
51,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,156.3410,290,210,226.6600
52,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,157.9860,282,214,232.7500
53,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,157.0090,276,211,226.7600
54,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,155.9350,277,209,228.1800
55,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,158.4110,269,214,228.7200
56,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,157.5420,273,212,227.7700
57,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,156.1030,296,210,226.7000
58,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,153.7050,279,206,226.1200
59,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,154.3420,279,211,228.4400
60,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,156.5380,271,211,229.0400
61,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,156.7810,284,211,228.6800
62,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,154.2590,284,208,225.2700
63,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,154.9240,282,209,226.3200
64,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,152.7490,283,208,225.6500
65,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,155.6720,279,206,229.1500
66,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,154.8340,288,209,227.8400
67,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,155.4700,272,209,224.9600
68,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,153.4790,277,210,228.6800
69,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,157.1850,288,211,229.1500
0,Dragon Claws Spec + Chally Spec + Chally Spec,197.6580,329,250,267.9700
1,Dragon Claws Spec + Chally Spec + Chally Spec,198.0090,319,251,269.9300
2,Dragon Claws Spec + Chally Spec + Chally Spec,197.6050,305,251,267.2400
3,Dragon Claws Spec + Chally Spec + Chally Spec,198.2200,308,255,269.4000
4,Dragon Claws Spec + Chally Spec + Chally Spec,196.6250,326,247,265.7600
5,Dragon Claws Spec + Chally Spec + Chally Spec,197.6420,310,254,270.9700
6,Dragon Claws Spec + Chally Spec + Chally Spec,200.3130,325,255,275.2700
7,Dragon Claws Spec + Chally Spec + Chally Spec,198.3760,317,250,268.3700
8,Dragon Claws Spec + Chally Spec + Chally Spec,197.8780,308,254,273.2100
9,Dragon Claws Spec + Chally Spec + Chally Spec,197.8030,299,251,268.0700
10,Dragon Claws Spec + Chally Spec + Chally Spec,197.5520,333,252,269.9900
11,Dragon Claws Spec + Chally Spec + Chally Spec,198.2240,327,250,266.9800
12,Dragon Claws Spec + Chally Spec + Chally Spec,196.6620,318,250,269.0900
13,Dragon Claws Spec + Chally Spec + Chally Spec,196.2920,321,253,272.4200
14,Dragon Claws Spec + Chally Spec + Chally Spec,198.2510,322,251,270.9600
15,Dragon Claws Spec + Chally Spec + Chally Spec,196.9400,327,252,273.0700
16,Dragon Claws Spec + Chally Spec + Chally Spec,196.6240,314,247,264.5300
17,Dragon Claws Spec + Chally Spec + Chally Spec,197.4560,326,253,272.6000
18,Dragon Claws Spec + Chally Spec + Chally Spec,196.5330,326,252,270.2500
19,Dragon Claws Spec + Chally Spec + Chally Spec,198.7520,318,251,273.3500
20,Dragon Claws Spec + Chally Spec + Chally Spec,196.1100,330,247,268.0800
21,Dragon Claws Spec + Chally Spec + Chally Spec,195.8200,328,250,268.0800
22,Dragon Claws Spec + Chally Spec + Chally Spec,195.8980,325,252,270.4200
23,Dragon Claws Spec + Chally Spec + Chally Spec,194.9100,320,250,267.9700
24,Dragon Claws Spec + Chally Spec + Chally Spec,196.1040,307,252,267.8200
25,Dragon Claws Spec + Chally Spec + Chally Spec,195.3450,316,249,266.1100
26,Dragon Claws Spec + Chally Spec + Chally Spec,196.2440,319,251,270.9800
27,Dragon Claws Spec + Chally Spec + Chally Spec,194.1340,309,247,265.6200
28,Dragon Claws Spec + Chally Spec + Chally Spec,196.2940,308,251,269.5300
29,Dragon Claws Spec + Chally Spec + Chally Spec,197.0730,317,253,269.9300
30,Dragon Claws Spec + Chally Spec + Chally Spec,196.2520,309,248,266.1700
31,Dragon Claws Spec + Chally Spec + Chally Spec,193.4220,344,243,264.5000
32,Dragon Claws Spec + Chally Spec + Chally Spec,195.0830,323,247,266.8300
33,Dragon Claws Spec + Chally Spec + Chally Spec,194.4730,318,246,266.0500
34,Dragon Claws Spec + Chally Spec + Chally Spec,196.7310,317,253,268.9700
35,Dragon Claws Spec + Chally Spec + Chally Spec,195.4210,321,251,270.3500
36,Dragon Claws Spec + Chally Spec + Chally Spec,195.1800,320,247,264.9100
37,Dragon Claws Spec + Chally Spec + Chally Spec,194.8410,314,248,266.9400
38,Dragon Claws Spec + Chally Spec + Chally Spec,193.4940,310,245,265.7600
39,Dragon Claws Spec + Chally Spec + Chally Spec,195.8510,312,251,270.2700
40,Dragon Claws Spec + Chally Spec + Chally Spec,194.8350,312,254,269.9400
41,Dragon Claws Spec + Chally Spec + Chally Spec,192.6750,314,245,265.7400
42,Dragon Claws Spec + Chally Spec + Chally Spec,194.4300,325,251,269.9700
43,Dragon Claws Spec + Chally Spec + Chally Spec,194.3380,300,248,265.6900
44,Dragon Claws Spec + Chally Spec + Chally Spec,192.1550,317,246,263.4800
45,Dragon Claws Spec + Chally Spec + Chally Spec,194.4520,324,248,266.6700
46,Dragon Claws Spec + Chally Spec + Chally Spec,192.7520,328,249,266.1500
47,Dragon Claws Spec + Chally Spec + Chally Spec,191.8690,314,243,260.8000
48,Dragon Claws Spec + Chally Spec + Chally Spec,194.3600,323,251,269.7800
49,Dragon Claws Spec + Chally Spec + Chally Spec,191.8220,309,247,266.9300
50,Dragon Claws Spec + Chally Spec + Chally Spec,191.7040,318,246,265.8000
51,Dragon Claws Spec + Chally Spec + Chally Spec,188.8400,321,245,262.8300
52,Dragon Claws Spec + Chally Spec + Chally Spec,191.7440,328,248,265.2400
53,Dragon Claws Spec + Chally Spec + Chally Spec,192.6090,317,245,265.3500
54,Dragon Claws Spec + Chally Spec + Chally Spec,193.3080,309,245,263.8000
55,Dragon Claws Spec + Chally Spec + Chally Spec,190.6620,327,240,258.8000
56,Dragon Claws Spec + Chally Spec + Chally Spec,188.6020,330,241,259.2000
57,Dragon Claws Spec + Chally Spec + Chally Spec,192.1310,312,246,265.4600
58,Dragon Claws Spec + Chally Spec + Chally Spec,189.7310,325,244,262.1000
59,Dragon Claws Spec + Chally Spec + Chally Spec,194.1310,325,250,269.0200
60,Dragon Claws Spec + Chally Spec + Chally Spec,188.7290,294,246,262.6500
61,Dragon Claws Spec + Chally Spec + Chally Spec,193.4510,309,249,266.6700
62,Dragon Claws Spec + Chally Spec + Chally Spec,191.4490,305,248,265.1100
63,Dragon Claws Spec + Chally Spec + Chally Spec,193.1290,310,252,268.4900
64,Dragon Claws Spec + Chally Spec + Chally Spec,190.4390,321,246,265.8500
65,Dragon Claws Spec + Chally Spec + Chally Spec,188.4830,313,248,265.9600
66,Dragon Claws Spec + Chally Spec + Chally Spec,189.8700,313,244,263.3500
67,Dragon Claws Spec + Chally Spec + Chally Spec,190.2560,308,243,260.7800
68,Dragon Claws Spec + Chally Spec + Chally Spec,190.6770,328,247,265.9000
69,Dragon Claws Spec + Chally Spec + Chally Spec,190.3730,315,246,262.4300
0,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,182.8050,283,230,246.2400
1,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,182.2210,287,228,245.0000
2,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.2910,289,230,243.9400
3,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,180.9950,282,229,244.7800
4,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,182.3630,281,228,245.3900
5,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.4340,286,232,249.0900
6,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,180.7460,275,227,241.5300
7,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,182.0620,299,231,246.5300
8,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.1750,291,229,244.3500
9,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,180.6210,280,227,243.8100
10,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,180.7370,285,227,243.6100
11,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.1340,287,226,243.3400
12,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,180.7440,285,228,244.6800
13,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.6780,284,231,246.2000
14,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.5530,278,225,240.6600
15,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.2750,278,230,244.8400
16,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.1340,281,227,242.9100
17,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,180.7210,282,230,244.7800
18,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.0150,289,226,243.5700
19,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,180.0930,270,227,241.6500
20,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,180.2630,282,226,242.0300
21,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.7100,299,224,239.7200
22,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.6040,286,229,243.7700
23,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,180.1100,291,231,247.2600
24,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.0560,277,231,245.2400
25,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.9040,300,227,247.8700
26,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,176.6600,287,225,237.5500
27,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.8440,280,228,243.3500
28,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.4610,287,227,243.7400
29,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.1830,286,230,244.0100
30,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.4940,275,223,241.1300
31,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.3490,294,226,244.1500
32,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,176.9150,285,225,242.6300
33,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.1830,279,224,239.7700
34,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.9960,285,230,247.6400
35,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.3450,285,227,243.1100
36,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.1400,279,225,239.2500
37,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,176.9100,299,224,240.3900
38,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.8620,294,228,246.7900
39,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.8180,296,229,244.9400
40,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.8420,281,225,240.7600
41,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,176.0580,282,223,241.2100
42,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.2130,294,227,243.2000
43,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,176.3940,287,224,239.3500
44,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.7440,289,228,243.8800
45,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,176.0520,273,225,242.1700
46,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.3410,286,227,241.6300
47,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.2200,284,226,242.1000
48,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,174.9140,280,224,242.1900
49,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,174.6630,284,224,240.4100
50,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,175.6350,300,223,240.3900
51,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.0860,285,222,240.9500
52,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,176.2850,295,228,242.7600
53,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,173.9990,285,225,240.8500
54,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,175.0450,289,224,241.7000
55,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.8690,283,227,244.4400
56,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,175.9130,294,227,243.7300
57,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,174.9570,279,223,239.9800
58,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,175.3420,291,227,242.1000
59,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,173.3430,278,224,241.3600
60,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,174.7800,276,225,240.2200
61,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,175.5140,270,224,239.1600
62,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,173.9040,269,221,237.2400
63,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,176.3960,292,227,244.3800
64,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,172.7750,301,221,239.9300
65,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,173.3990,292,221,238.8600
66,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,173.2940,278,226,242.4900
67,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,176.5560,283,226,241.0200
68,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,172.1590,280,221,237.5600
69,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,173.0920,283,223,240.3500
0,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,197.9660,290,243,257.4500
1,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,198.8050,280,241,252.8300
2,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,196.8610,284,240,254.6000
3,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,196.9790,300,240,253.1500
4,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,197.5770,287,241,254.4800
5,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,197.2590,292,239,255.5200
6,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,197.3030,298,237,253.5700
7,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,196.1230,288,240,255.2600
8,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,199.2220,285,244,258.9800
9,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,197.6820,292,240,253.8600
