def_level,combo,avg_damage,max_damage,top10_threshold_p90,top10_avg_damage
45,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.6300,188,145,159.8700
46,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.4670,193,145,161.6400
47,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.5760,194,146,159.5500
48,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.3440,190,144,158.3200
49,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.5280,190,143,158.6000
50,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.2570,195,144,159.0700
51,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.9850,192,143,158.2200
52,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.8860,190,144,157.7300
53,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.5060,190,144,157.5100
54,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.0060,193,142,156.3700
55,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.2500,193,146,161.2900
56,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.1300,195,143,159.8900
57,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.0310,190,141,156.6300
58,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.2390,185,143,157.1300
59,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.6440,187,144,157.2400
60,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.0270,195,143,158.8200
61,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.4470,196,142,155.5400
62,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.4740,188,141,156.4300
63,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.9120,193,146,161.4400
64,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.2460,190,142,157.6900
65,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.9400,192,144,158.0800
66,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,96.2900,199,143,158.7600
67,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.0580,194,143,157.2300
68,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.8520,188,143,156.6200
69,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.2140,183,146,158.5300
0,Chally Spec + Chally Spec + Dragon Dagger Spec,185.4140,319,241,261.5800
1,Chally Spec + Chally Spec + Dragon Dagger Spec,185.5870,316,241,261.1500
2,Chally Spec + Chally Spec + Dragon Dagger Spec,186.3150,327,245,266.5500
3,Chally Spec + Chally Spec + Dragon Dagger Spec,185.6930,340,243,262.3200
4,Chally Spec + Chally Spec + Dragon Dagger Spec,184.6230,303,242,260.3900
5,Chally Spec + Chally Spec + Dragon Dagger Spec,185.0770,343,246,264.9000
6,Chally Spec + Chally Spec + Dragon Dagger Spec,184.2170,327,241,261.5400
7,Chally Spec + Chally Spec + Dragon Dagger Spec,182.7420,293,238,257.9800
8,Chally Spec + Chally Spec + Dragon Dagger Spec,182.6850,317,244,265.2300
9,Chally Spec + Chally Spec + Dragon Dagger Spec,183.0510,318,241,258.7000
10,Chally Spec + Chally Spec + Dragon Dagger Spec,186.0480,331,243,264.3500
11,Chally Spec + Chally Spec + Dragon Dagger Spec,184.2540,298,238,256.8100
12,Chally Spec + Chally Spec + Dragon Dagger Spec,183.2100,318,246,266.8800
13,Chally Spec + Chally Spec + Dragon Dagger Spec,182.5910,325,241,260.8400
14,Chally Spec + Chally Spec + Dragon Dagger Spec,185.3810,321,240,260.6000
15,Chally Spec + Chally Spec + Dragon Dagger Spec,183.2460,308,242,260.4300
16,Chally Spec + Chally Spec + Dragon Dagger Spec,182.7710,316,239,257.0600
17,Chally Spec + Chally Spec + Dragon Dagger Spec,185.3810,323,245,266.0100
18,Chally Spec + Chally Spec + Dragon Dagger Spec,182.3630,330,240,260.9200
19,Chally Spec + Chally Spec + Dragon Dagger Spec,182.6540,320,241,260.7300
20,Chally Spec + Chally Spec + Dragon Dagger Spec,182.3380,309,238,255.2000
21,Chally Spec + Chally Spec + Dragon Dagger Spec,183.1990,309,245,262.6100
22,Chally Spec + Chally Spec + Dragon Dagger Spec,182.3760,321,238,258.3200
23,Chally Spec + Chally Spec + Dragon Dagger Spec,181.8110,315,239,262.5200
24,Chally Spec + Chally Spec + Dragon Dagger Spec,180.5150,312,238,254.6200
25,Chally Spec + Chally Spec + Dragon Dagger Spec,180.8890,308,240,257.8100
26,Chally Spec + Chally Spec + Dragon Dagger Spec,179.1680,307,236,253.7400
27,Chally Spec + Chally Spec + Dragon Dagger Spec,179.3390,313,237,256.4700
28,Chally Spec + Chally Spec + Dragon Dagger Spec,182.8500,317,241,261.2500
29,Chally Spec + Chally Spec + Dragon Dagger Spec,179.0190,292,238,257.6300
30,Chally Spec + Chally Spec + Dragon Dagger Spec,179.8560,312,240,260.7000
31,Chally Spec + Chally Spec + Dragon Dagger Spec,180.5290,319,240,260.8200
32,Chally Spec + Chally Spec + Dragon Dagger Spec,176.7180,303,233,252.6700
33,Chally Spec + Chally Spec + Dragon Dagger Spec,179.7430,308,234,254.6400
34,Chally Spec + Chally Spec + Dragon Dagger Spec,179.0490,305,239,257.6000
35,Chally Spec + Chally Spec + Dragon Dagger Spec,179.5130,316,241,259.9900
36,Chally Spec + Chally Spec + Dragon Dagger Spec,177.2130,307,242,260.9900
37,Chally Spec + Chally Spec + Dragon Dagger Spec,177.5980,309,237,255.4100
38,Chally Spec + Chally Spec + Dragon Dagger Spec,179.0190,325,239,256.3000
39,Chally Spec + Chally Spec + Dragon Dagger Spec,177.6680,323,235,256.8400
40,Chally Spec + Chally Spec + Dragon Dagger Spec,178.7470,309,239,261.1200
41,Chally Spec + Chally Spec + Dragon Dagger Spec,179.5820,318,238,256.5200
42,Chally Spec + Chally Spec + Dragon Dagger Spec,177.9280,311,238,258.7400
43,Chally Spec + Chally Spec + Dragon Dagger Spec,178.2310,324,237,258.5000
44,Chally Spec + Chally Spec + Dragon Dagger Spec,177.3340,317,237,260.1800
45,Chally Spec + Chally Spec + Dragon Dagger Spec,179.3460,318,241,262.6600
46,Chally Spec + Chally Spec + Dragon Dagger Spec,176.5330,327,239,258.7900
47,Chally Spec + Chally Spec + Dragon Dagger Spec,178.6180,316,237,256.4800
48,Chally Spec + Chally Spec + Dragon Dagger Spec,176.3440,303,237,255.2600
49,Chally Spec + Chally Spec + Dragon Dagger Spec,176.4330,317,234,255.2100
50,Chally Spec + Chally Spec + Dragon Dagger Spec,177.8530,317,237,259.6500
51,Chally Spec + Chally Spec + Dragon Dagger Spec,174.2860,333,234,257.8400
52,Chally Spec + Chally Spec + Dragon Dagger Spec,174.2980,322,235,254.5000
53,Chally Spec + Chally Spec + Dragon Dagger Spec,175.3720,304,238,260.4700
54,Chally Spec + Chally Spec + Dragon Dagger Spec,174.9510,297,238,257.0400
55,Chally Spec + Chally Spec + Dragon Dagger Spec,178.1980,300,239,256.2000
56,Chally Spec + Chally Spec + Dragon Dagger Spec,174.5950,335,234,257.8400
57,Chally Spec + Chally Spec + Dragon Dagger Spec,175.5890,303,235,253.9900
58,Chally Spec + Chally Spec + Dragon Dagger Spec,174.9950,316,237,257.4600
59,Chally Spec + Chally Spec + Dragon Dagger Spec,173.2960,334,235,258.2200
60,Chally Spec + Chally Spec + Dragon Dagger Spec,173.8470,321,233,254.5500
61,Chally Spec + Chally Spec + Dragon Dagger Spec,172.7360,305,235,257.3400
62,Chally Spec + Chally Spec + Dragon Dagger Spec,171.8830,290,232,251.9600
63,Chally Spec + Chally Spec + Dragon Dagger Spec,173.0780,317,231,252.4900
64,Chally Spec + Chally Spec + Dragon Dagger Spec,175.5430,308,234,253.5000
65,Chally Spec + Chally Spec + Dragon Dagger Spec,174.6380,307,234,256.0800
66,Chally Spec + Chally Spec + Dragon Dagger Spec,174.4650,303,231,253.8300
67,Chally Spec + Chally Spec + Dragon Dagger Spec,171.4770,310,232,254.9500
68,Chally Spec + Chally Spec + Dragon Dagger Spec,172.8380,306,232,254.5400
69,Chally Spec + Chally Spec + Dragon Dagger Spec,171.5890,308,232,255.6000
0,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,169.9910,279,222,236.3700
1,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,167.8990,265,219,236.3500
2,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,167.9680,294,222,240.1600
3,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,168.9240,276,221,239.9900
4,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,167.9220,295,220,239.3800
5,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,166.1350,281,218,232.9700
6,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,167.8650,274,222,242.2400
7,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,168.0590,284,219,237.3200
8,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,165.3400,282,216,236.1000
9,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,165.9340,270,218,234.1900
10,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,169.1600,294,220,240.6800
11,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,164.6880,294,216,233.8400
12,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,166.3520,287,217,233.7600
13,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,168.5360,295,222,239.0200
14,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,164.4410,282,219,234.2800
15,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,164.7640,288,216,233.0300
16,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,166.7100,294,220,237.3000
17,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,167.5260,303,222,240.4600
18,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,165.4150,317,220,237.3800
19,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,164.7160,306,220,238.2300
20,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,164.4250,297,216,233.0700
21,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,167.3960,275,220,237.5900
22,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,161.6520,308,213,232.4500
23,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,164.7330,292,218,237.0800
24,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,165.9370,290,218,235.8200
25,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,162.6070,287,215,232.0400
26,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.0550,283,215,233.4200
27,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.7410,279,218,234.1200
28,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,166.4440,295,216,237.3900
29,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,161.2710,280,217,234.8100
30,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,161.5710,305,213,233.4700
31,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,162.6140,265,218,233.3600
32,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.3980,271,218,233.5700
33,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.4430,290,214,230.8700
34,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,162.0750,300,215,232.6200
35,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.0940,282,218,235.8200
36,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,162.1580,282,215,235.7100
37,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,161.6130,269,216,231.2700
38,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,162.3730,305,216,235.5800
39,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,161.4200,273,216,234.6200
40,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,159.8120,306,216,231.3400
41,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,163.1030,294,218,237.6200
42,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,164.6820,281,220,238.9000
43,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,161.3770,273,215,232.3700
44,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,161.1700,314,216,234.9600
45,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,162.8430,285,219,235.8900
46,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,161.1210,280,215,235.7500
47,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,159.0450,280,212,232.0400
48,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,160.6880,282,211,230.2600
49,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,159.4810,284,212,232.3800
50,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,161.4290,287,212,233.3700
51,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,160.1620,284,218,237.7700
52,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,162.4490,278,215,233.8000
53,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,160.0500,296,216,234.8900
54,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,162.1260,284,216,235.3700
55,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,156.8950,286,209,231.4300
56,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,160.5670,293,215,234.8800
57,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,158.9330,291,213,232.9900
58,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,158.0600,279,214,230.8300
59,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,157.4070,273,209,226.7500
60,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,161.8720,299,214,234.3900
61,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,159.6780,267,214,229.2600
62,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,158.1870,276,212,230.0700
63,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,157.2250,288,213,232.6200
64,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,157.6680,316,214,231.7100
65,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,156.6500,289,215,232.2800
66,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,157.9090,312,214,232.3900
67,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,159.4850,282,219,235.2900
68,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,157.2100,291,215,234.8000
69,Chally Spec + Dragon Dagger Spec + Dragon Dagger Spec,157.6970,296,216,237.1100
0,Dragon Claws Spec + Chally Spec + Chally Spec,202.0950,325,256,276.5700
1,Dragon Claws Spec + Chally Spec + Chally Spec,203.8390,330,256,273.4200
2,Dragon Claws Spec + Chally Spec + Chally Spec,198.6280,310,252,271.6800
3,Dragon Claws Spec + Chally Spec + Chally Spec,202.5340,325,257,275.4000
4,Dragon Claws Spec + Chally Spec + Chally Spec,201.1810,325,259,277.6300
5,Dragon Claws Spec + Chally Spec + Chally Spec,203.8210,333,258,279.0900
6,Dragon Claws Spec + Chally Spec + Chally Spec,201.4780,315,259,275.1100
7,Dragon Claws Spec + Chally Spec + Chally Spec,203.1880,326,258,277.0000
8,Dragon Claws Spec + Chally Spec + Chally Spec,199.6500,315,252,271.3900
9,Dragon Claws Spec + Chally Spec + Chally Spec,199.5010,313,255,273.6300
10,Dragon Claws Spec + Chally Spec + Chally Spec,201.5600,340,255,275.2900
11,Dragon Claws Spec + Chally Spec + Chally Spec,199.0790,318,251,267.3600
12,Dragon Claws Spec + Chally Spec + Chally Spec,203.0390,341,256,274.8400
13,Dragon Claws Spec + Chally Spec + Chally Spec,200.9030,326,253,271.8700
14,Dragon Claws Spec + Chally Spec + Chally Spec,200.3980,340,254,272.3900
15,Dragon Claws Spec + Chally Spec + Chally Spec,200.0520,327,257,275.5500
16,Dragon Claws Spec + Chally Spec + Chally Spec,199.9580,310,253,268.8600
17,Dragon Claws Spec + Chally Spec + Chally Spec,198.8880,318,255,270.9600
18,Dragon Claws Spec + Chally Spec + Chally Spec,201.7820,309,259,274.2000
19,Dragon Claws Spec + Chally Spec + Chally Spec,200.1270,335,251,269.9600
20,Dragon Claws Spec + Chally Spec + Chally Spec,199.7130,326,250,269.5400
21,Dragon Claws Spec + Chally Spec + Chally Spec,198.1760,332,251,270.2800
22,Dragon Claws Spec + Chally Spec + Chally Spec,198.5080,316,256,271.9900
23,Dragon Claws Spec + Chally Spec + Chally Spec,199.2190,318,254,271.1700
24,Dragon Claws Spec + Chally Spec + Chally Spec,198.9460,313,252,270.7100
25,Dragon Claws Spec + Chally Spec + Chally Spec,199.9260,325,257,274.1500
26,Dragon Claws Spec + Chally Spec + Chally Spec,199.5790,316,254,270.9300
27,Dragon Claws Spec + Chally Spec + Chally Spec,200.4210,325,255,272.1800
28,Dragon Claws Spec + Chally Spec + Chally Spec,198.7590,328,253,271.6700
29,Dragon Claws Spec + Chally Spec + Chally Spec,197.1370,320,250,269.1100
30,Dragon Claws Spec + Chally Spec + Chally Spec,198.7020,323,251,272.7000
31,Dragon Claws Spec + Chally Spec + Chally Spec,197.1370,320,249,268.7600
32,Dragon Claws Spec + Chally Spec + Chally Spec,199.2060,319,256,274.1800
33,Dragon Claws Spec + Chally Spec + Chally Spec,196.4540,318,252,270.4500
34,Dragon Claws Spec + Chally Spec + Chally Spec,196.9090,316,255,274.8000
35,Dragon Claws Spec + Chally Spec + Chally Spec,197.5650,316,255,271.8900
36,Dragon Claws Spec + Chally Spec + Chally Spec,198.2140,320,255,272.6600
37,Dragon Claws Spec + Chally Spec + Chally Spec,198.0170,319,256,272.0000
38,Dragon Claws Spec + Chally Spec + Chally Spec,197.1670,325,251,269.3000
39,Dragon Claws Spec + Chally Spec + Chally Spec,197.8810,322,254,274.2900
40,Dragon Claws Spec + Chally Spec + Chally Spec,198.8680,311,257,273.4600
41,Dragon Claws Spec + Chally Spec + Chally Spec,197.3080,322,256,273.5800
42,Dragon Claws Spec + Chally Spec + Chally Spec,195.8850,318,250,268.2300
43,Dragon Claws Spec + Chally Spec + Chally Spec,195.2230,326,251,270.3200
44,Dragon Claws Spec + Chally Spec + Chally Spec,195.8450,323,253,272.7900
45,Dragon Claws Spec + Chally Spec + Chally Spec,193.5360,314,248,266.1700
46,Dragon Claws Spec + Chally Spec + Chally Spec,196.2430,343,252,272.0200
47,Dragon Claws Spec + Chally Spec + Chally Spec,194.4960,324,249,272.9500
48,Dragon Claws Spec + Chally Spec + Chally Spec,196.5520,325,252,273.2400
49,Dragon Claws Spec + Chally Spec + Chally Spec,195.8710,330,252,270.6700
50,Dragon Claws Spec + Chally Spec + Chally Spec,195.6410,314,248,266.3700
51,Dragon Claws Spec + Chally Spec + Chally Spec,195.4300,314,252,270.4700
52,Dragon Claws Spec + Chally Spec + Chally Spec,197.3240,318,253,273.0500
53,Dragon Claws Spec + Chally Spec + Chally Spec,195.2520,303,253,271.9700
54,Dragon Claws Spec + Chally Spec + Chally Spec,192.9180,312,252,271.0300
55,Dragon Claws Spec + Chally Spec + Chally Spec,194.4670,297,249,265.2400
56,Dragon Claws Spec + Chally Spec + Chally Spec,193.0640,306,251,271.8500
57,Dragon Claws Spec + Chally Spec + Chally Spec,194.6020,327,250,271.4400
58,Dragon Claws Spec + Chally Spec + Chally Spec,192.8030,318,250,269.8600
59,Dragon Claws Spec + Chally Spec + Chally Spec,196.8240,305,254,271.4400
60,Dragon Claws Spec + Chally Spec + Chally Spec,195.9480,318,249,266.9800
61,Dragon Claws Spec + Chally Spec + Chally Spec,195.1440,339,250,271.0400
62,Dragon Claws Spec + Chally Spec + Chally Spec,195.7690,322,252,268.7500
63,Dragon Claws Spec + Chally Spec + Chally Spec,192.6650,325,250,269.8800
64,Dragon Claws Spec + Chally Spec + Chally Spec,192.5990,312,249,267.1600
65,Dragon Claws Spec + Chally Spec + Chally Spec,194.7080,317,253,271.3900
66,Dragon Claws Spec + Chally Spec + Chally Spec,191.4690,325,248,267.4000
67,Dragon Claws Spec + Chally Spec + Chally Spec,192.3760,330,250,266.0100
68,Dragon Claws Spec + Chally Spec + Chally Spec,191.7730,322,248,269.8700
69,Dragon Claws Spec + Chally Spec + Chally Spec,192.6780,315,250,270.4200
0,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,187.9770,313,233,250.3200
1,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,185.3940,304,237,250.2900
2,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,185.6190,297,235,252.8500
3,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,184.9560,286,234,250.1800
4,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,186.3190,295,234,249.6500
5,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,184.7600,298,233,252.2500
6,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,186.9770,288,237,250.4300
7,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,184.1080,287,231,249.4400
8,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,183.7820,289,233,248.8200
9,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,184.8750,286,231,245.8600
10,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,184.5990,304,230,246.2900
11,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,184.3570,287,231,249.5900
12,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,183.9370,294,235,250.1700
13,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.7600,288,232,247.8500
14,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,184.1540,280,235,250.4100
15,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,184.1970,291,235,249.0900
16,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.9910,304,231,247.3100
17,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,182.3040,305,229,244.4100
18,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.6040,297,235,250.7400
19,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,182.0520,294,231,246.8700
20,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,184.7110,289,232,249.1000
21,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,183.1930,294,232,248.9400
22,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.5510,306,231,248.6700
23,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,183.2060,302,232,247.8200
24,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,182.6690,298,230,247.7800
25,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,184.2120,285,232,249.6400
26,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.7120,294,231,248.7100
27,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,182.4470,281,232,247.3100
28,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.8870,299,230,246.2600
29,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,183.0440,296,233,249.2300
30,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.5800,277,232,248.2000
31,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,180.5530,288,229,245.9500
32,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.2690,290,231,247.4500
33,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,182.5800,291,232,247.2800
34,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.2010,291,228,245.1900
35,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,182.2890,286,232,247.6900
36,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.1800,291,230,247.5100
37,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.0950,280,233,248.2400
38,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.4640,289,233,247.6400
39,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,180.7820,292,233,249.9000
40,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.2650,292,233,249.6200
41,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,180.2670,287,231,246.2500
42,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,181.6600,297,228,248.8200
43,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.7230,279,231,246.8000
44,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.5890,288,228,247.3000
45,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.4810,291,229,248.8400
46,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.9780,302,230,246.9700
47,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,180.8480,288,231,250.0400
48,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.0000,298,229,248.4000
49,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.8410,290,228,243.6500
50,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.2710,299,228,246.6300
51,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.5730,282,225,241.7800
52,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.1610,308,228,244.9300
53,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.6270,289,231,244.9500
54,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.0020,287,231,245.8100
55,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.2860,281,227,243.4500
56,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.2870,296,228,247.1100
57,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.1290,292,231,247.2600
58,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.6850,294,228,244.4500
59,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.3740,283,230,248.0400
60,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.4140,296,234,249.5000
61,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,179.2480,292,227,245.5500
62,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.8960,297,230,244.4300
63,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.0130,295,226,244.6700
64,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.5480,283,227,244.3600
65,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.2670,296,229,245.9800
66,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,178.1610,302,226,247.1300
67,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,177.3950,289,230,246.2000
68,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,175.7560,284,228,243.4800
69,Dragon Claws Spec + Chally Spec + Dragon Dagger Spec,175.4300,278,223,240.9800
0,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,203.0450,298,247,261.2100
1,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,202.9610,289,246,259.2800
2,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,202.0250,290,243,259.6400
3,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,202.5480,300,248,263.1200
4,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,202.5480,295,245,259.3300
5,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,201.7150,286,243,259.0000
6,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,201.9630,294,245,259.8300
7,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,202.7100,296,246,258.5400
8,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,203.2280,305,246,258.7300
9,Dragon Claws Spec + Dragon Claws Spec + Chally Spec,202.2510,293,247,262.9700
